,date,open,high,low,close,Adj Close,volume,SMA
0,2021-02-22,387.05999755859375,389.6199951171875,386.739990234375,387.0299987792969,385.7665100097656,67414200,
1,2021-02-23,384.6600036621094,388.95001220703125,380.20001220703125,387.5,386.2349853515625,107284100,
2,2021-02-24,386.3299865722656,392.2300109863281,385.2699890136719,391.7699890136719,390.49102783203125,72433900,
3,2021-02-25,390.4100036621094,391.8800048828125,380.7799987792969,382.3299865722656,381.08184814453125,146670500,
4,2021-02-26,384.3500061035156,385.5799865722656,378.2300109863281,380.3599853515625,379.1182861328125,152701600,
5,2021-03-01,385.5899963378906,390.9200134277344,380.57000732421875,389.5799865722656,388.3081970214844,105348800,
6,2021-03-02,389.82000732421875,390.07000732421875,386.0,386.5400085449219,385.27813720703125,79595300,
7,2021-03-03,385.7900085449219,386.8299865722656,381.30999755859375,381.4200134277344,380.1748352050781,119940200,
8,2021-03-04,381.2200012207031,384.0,371.8800048828125,376.70001220703125,375.4702453613281,183433000,384.80333116319446
9,2021-03-05,380.4599914550781,384.760009765625,372.6400146484375,383.6300048828125,382.37762451171875,152039600,384.4255540635851
10,2021-03-08,384.6600036621094,387.67999267578125,381.4200134277344,381.7200012207031,380.4738464355469,123149200,383.7833319769965
11,2021-03-09,385.8500061035156,389.9100036621094,385.30999755859375,387.1700134277344,385.90606689453125,113633600,383.272223578559
12,2021-03-10,389.69000244140625,391.3999938964844,388.1700134277344,389.5799865722656,388.3081970214844,109899400,384.07777913411456
13,2021-03-11,392.2300109863281,395.6499938964844,391.739990234375,393.5299987792969,392.24530029296875,86245000,385.5411139594184
14,2021-03-12,392.07000732421875,394.2099914550781,391.20001220703125,394.05999755859375,392.7735595703125,64653600,386.0388929578993
15,2021-03-15,394.3299865722656,396.69000244140625,392.0299987792969,396.4100036621094,395.11590576171875,73427200,387.13555908203125
16,2021-03-16,397.07000732421875,397.8299865722656,395.0799865722656,395.9100036621094,394.6175231933594,73722500,388.7455579969618
17,2021-03-17,394.5299987792969,398.1199951171875,393.29998779296875,397.260009765625,395.963134765625,97959300,391.0300021701389
18,2021-03-18,394.4800109863281,396.7200012207031,390.75,391.4800109863281,390.2019958496094,115349100,391.90222507052954
19,2021-03-19,389.8800048828125,391.57000732421875,387.1499938964844,389.4800109863281,389.4800109863281,113624500,392.76444837782117
20,2021-03-22,390.0299987792969,394.07000732421875,389.9700012207031,392.5899963378906,392.5899963378906,73778600,393.3666687011719
21,2021-03-23,391.9100036621094,393.4599914550781,388.6600036621094,389.5,389.5,90686600,393.3577813042535
22,2021-03-24,391.0,392.75,387.4700012207031,387.5199890136719,387.5199890136719,97588600,392.69000244140625
23,2021-03-25,385.9800109863281,390.54998779296875,383.8999938964844,389.70001220703125,389.70001220703125,116128600,392.205559624566
24,2021-03-26,390.92999267578125,396.4100036621094,390.2900085449219,395.9800109863281,395.9800109863281,114409100,392.15778266059027
25,2021-03-29,394.3999938964844,396.75,392.80999755859375,395.7799987792969,395.7799987792969,108107600,392.1433376736111
26,2021-03-30,394.4200134277344,395.45001220703125,393.0199890136719,394.7300109863281,394.7300109863281,76262200,391.86222669813367
27,2021-03-31,395.3399963378906,398.0,395.30999755859375,396.3299865722656,396.3299865722656,112734200,392.40111287434894
28,2021-04-01,398.3999938964844,400.6700134277344,398.17999267578125,400.6099853515625,400.6099853515625,99682900,393.6377766927083
29,2021-04-05,403.4599914550781,406.94000244140625,403.3800048828125,406.3599853515625,406.3599853515625,91684800,395.1677754720052
30,2021-04-06,405.760009765625,407.239990234375,405.3999938964844,406.1199951171875,406.1199951171875,62021000,397.01444159613715
31,2021-04-07,405.94000244140625,406.9599914550781,405.45001220703125,406.5899963378906,406.5899963378906,55836300,399.1333312988281
32,2021-04-08,407.92999267578125,408.5799865722656,406.92999267578125,408.5199890136719,408.5199890136719,57863100,401.2244398328993
33,2021-04-09,408.3900146484375,411.6700134277344,408.260009765625,411.489990234375,411.489990234375,61104600,402.9477708604601
34,2021-04-12,410.8500061035156,411.92999267578125,410.20001220703125,411.6400146484375,411.6400146484375,56704900,404.70999484592016
35,2021-04-13,411.5299987792969,413.5299987792969,411.1199951171875,412.8599853515625,412.8599853515625,56551000,406.7244364420573
